Gene_Name,D33_1,D33_2,D33_3,AD_1,AD_2,AD_3,rib1,rib2,rib3
AC099934.1,753.04,1045.45,599.2,107.78,57.07,146.88,2.1,0,0
Wdr46-ps,8,8,4,1,1,3,1,0,0
Gm17541,5.92,8.63,4.04,1.37,1.09,0,0,0,0
Gm15723,2.69,8.26,6.05,0,0.66,0,1.2,0,0
Gm42995,8,10,2,0,1,1,0,0,0
RP23-296N5.4,6,13,7,1,5,1,0,0,0
Sphkap,7,8,4,0,0,0,0,0,0
Cstad,2,9,9,0,1,0,1,0,0
Crx,7.14,11.49,3.1,1,1.7,0,0.86,1.19,0.58
Gm5054,6.08,8.49,6.04,0,0,1.01,0,0,0
Gm38118,6,9,6,0,0,1,0,0,1
Mannr,6,10,4,0,0,0,0,0,0
Gm13641,7.52,11.51,1.82,0,0.29,0,0,0,0
Gm20471,10,14,2,2,1,2,1,0,0
Pgr,9,7,11,2,2,2,0,0,2
Gm24950,7.67,10.92,5.99,0.38,0.8,1.5,2.45,0.37,0.2
Gm23971,7.67,10.92,5.99,0.38,0.8,1.5,2.45,0.37,0.2
Gm23849,7.67,10.92,5.99,0.38,0.8,1.5,2.45,0.37,0.2
Rnu2-10,7.67,10.92,5.99,0.38,0.8,1.5,2.45,0.37,0.2
A730062M13Rik,6,13,3,0,0,0,0,1,0
Gad2,10.78,8.79,4.5,1.01,0.83,0,0,1.19,1.21
Gm16045,11,13.3,5,4,2,1,0,2,1
Avp,7.44,6.06,9,0,0,0,0,0,0
Gm43751,10,14,2,1,1,1,1,0,0
C9,6,13,4,0,0,0,0,1,1
Gm42443,12,13,6,4,3,1,0,0,0
Gm9913,6.05,9.35,8.08,0,0,0,5.82,3.75,7.45
Lrrc18,4,16,10,2,2,2,2,1,0
Cntnap2,11.97,8.48,6.16,0,0.85,0.89,1,0.78,0
Gm20430,13.2,10.82,7.07,0,3.77,1.82,0,0.39,0
Cnih3,6.98,9.04,10,0,0,0,1,0,2
Gm17276,14,16.54,5.6,3.26,2.23,4.36,1.13,0,1.17
Gm25195,12.88,12.43,3.78,0,1.42,1.27,0,1.11,0.92
Pebp4,15,8,4,0,0,0,0,0,1
Rnu3b4,6.46,11.24,13.25,1.25,1,1.5,0,1.25,0
Rnu3b2,6.46,11.24,13.25,1.25,1,1.5,0,1.25,0
U3,6.46,11.24,13.25,1.25,1,1.5,0,1.25,0
U3,6.46,11.24,13.25,1.25,1,1.5,0,1.25,0
Sgcg,12,7,16,2,3,2,4,1,4
Otor,4,13,11,0,0,0,1,0,0
Kcnj13,7.63,8.91,13,1,0,0,1,0.68,0.89
4833417C18Rik,11.29,14.82,10.05,2.06,3.11,2.35,7,5.21,8.02
Tnni3,6,9,14,0,0,0,4,7,6
1700125H20Rik,9,8,12,0,0,0,5,2,2
Syt13,5,13,12,0,0,1,3,0,0
Gm23563,8.94,17.01,4.09,0,1,0,2.34,0,2.49
Gm11478,7.14,12.86,10.43,0,0,1.31,4.48,7.28,6.38
Gm14046,13.06,15.81,10.67,2.42,4.69,3.1,0,0,2.15
Gm43852,12,14,5,1,0,0,1,4,5
Gm43720,11.09,12.72,7.57,0,0,1.16,0,0,0
E230001N04Rik,8.46,18.6,10.48,2,3,2.04,2.08,6,1
Gm10748,6.03,17.52,7,0,0,0,0,1,0
2900018N21Rik,8,18,7,1,0,1,3,0,2
Krt15,17,10,10,2,2,2,0,0,0
Gm20442,11.36,13.3,6.67,0,0,0,4.66,0.86,3.58
Gm454,9.45,22.58,9,4.03,1.33,3.96,0,0,0
Tulp1,12.24,19.08,7.22,4.62,0,2.17,0,2,1
Pitpnm2os2,13.78,19.2,4.15,2.05,2.02,1.3,3.44,0,1.77
RP23-56M2.7,9,16,7,0,0,0,6,2,1
Gm43210,16,9,8,0,0,1,1,3,1
Gm42972,15,16.01,8,2,0,5,0,0,1
Gm17228,13.3,18.69,3.6,1.19,0.14,1.99,0,0,0
Cryba1,15.06,17.74,3.2,2.1,0,1.31,1,1.01,1
Gm6807,6.14,19.61,11.28,0,2.38,1.78,0,0,2.15
Ces2e,7,17,11,2.07,0,0,1,0,0
Ptprt,5,11.01,20,1.5,0.57,1,1,0,0
Gm26559,10.84,20.17,4.1,1.11,0,1.04,5.24,5.34,3.96
Gm12936,7.84,19.78,6.63,0,0,1.01,0,1.62,0
Gm15873,5,13.81,16,1,0,0,3.41,1,0
Spink2,4,13,17,0,0,0,2,0,2
Erv3,11.22,18.15,11.04,4.92,0,1,0,0,2
Srrm3,10.29,21.17,4.5,0,0,1.16,7.08,3.32,2.99
Gm13622,16.04,17.9,3.17,1.05,0,1.06,4.67,6.46,3.56
Gm20636,12,11.41,13,1,0,0,8.87,3.24,4.24
E030032P16Rik,13.24,26.48,3.92,4.3,1.01,2.87,3.49,1.33,3.81
Gm9888,9.26,9.28,18.39,1,0,0,5.81,6.95,3.45
Gm24365,26.32,9.76,6.75,3.25,0,3.64,0,0,0
Jph4,7,12,17,0,0,0,10,4,7
Fgf2os,11,15,10,0,0,0,0,2,1
Pcdhb13,19.6,17.52,11,7,3,2,6,1,6
RP24-338F2.2,20.32,12.79,6.28,1.18,2.08,0,2.92,3.7,6.1
Rsg1,14.11,17.12,6,0,1.02,0,8,6,8
Gm13665,15.02,21.83,6.05,2.84,3.51,0,1.06,0,0
Gm10912,9.12,22.15,7.85,1.04,0,1.35,2.29,0,5.66
Cideb,9.77,17.44,17.26,2.07,1.92,3.58,9.12,3.11,5.34
Tnfsf13os,17,13,8,0,0,1,5.22,2,12
1700049E15Rik,13,14,10,0,0,0,1,0,4
Ntn5,3.21,13.6,20.31,0,0,0,1,0,1
Gm43352,18.2,16.88,3.65,1,0,0,3.14,6.3,1.62
C030005K06Rik,15.2,21.06,4.5,1,0,2,2.94,4.06,2.37
Car5a,19.49,21.07,3.23,2.79,1.67,0.92,4.4,4.43,6.03
Pcdhb15,9,15,17,1,1,0,8,3,9.49
Cnnm1,15,19,6,1,0,0,6,0,3
Phyhip,10,11,21,0,1,2,4,1,4
2610011E03Rik,15,22,11,3,0,6,1,0,0
RP23-16J4.3,12.74,19.39,8.63,0,0,1.3,6,3,2.01
Gm10390,13.49,18.1,12.25,1.06,1.01,2.05,0,0,0
Gm16316,14,21,9,3,0,1,1,0,0
Klrg1,13,31,10,5,4,5,0,0,0
Gucy2f,16,17,7,0,0,0,0,0,0
Oaz3,22.06,19.68,7.7,3.69,2,3,7.42,2.13,5.34
Gm43506,15.54,26.51,7.85,5.49,1,2.64,3.02,2.92,2.13
Gm28727,12.68,15.06,14.17,1.1,0,0,2.54,1.46,0
Gm11611,15,15,11,0,0,0,1,3,0
Gm37644,17,28,6,5,3,2,3,1,1
Gm43462,20,26,6,5,4,2,3,0,1
Gm43018,32,19,2,6,4,2,0,0,0
RP24-360F21.2,11,16.02,15,0,0,1,9,1,2
Apba2,14,19.04,8,0,0,0,6,4.01,7.03
Sprn,14,12.04,18,3,0,0,4,0,2
RP23-446E21.6,15.01,18.68,12.11,0,1.13,3.51,0,0,1.75
3110021N24Rik,12.97,21.24,12.29,1.83,0,3.43,9.31,5.06,8.17
Gm6981,7.3,21.37,17.16,2.19,0,2.29,5.93,10.88,8.82
Gm15712,11,34,8,7,3,1,3,0,0
Gm10399,13.94,19,14,1,2,1,7,5.89,1
Trpc5,15.2,15.76,14,1,0,0.97,0,1,0
Sypl2,9,18,28,6,2,4,5,1,1
Alx3,18,16,12,1,2,0,0,0,1
Gm38178,15.74,26.67,2.51,1,0,0.48,0,2.59,1.02
Spink5,11,26,8,0,0,1,4,6,16
Bmp15,11,16,17,0,0,0,1,0,3
Morc1,19,12,13,0,0,0,1,1,0
Enkur,13,22,11,1,1,0,7,3,4
Gm16835,15.28,21.02,10,2,0,0,6.04,10.67,8.24
Gm22639,14.5,27.5,4.42,0,0,1.89,0,0,0
Pcdhb6,12,28.63,14.92,4,6,1,5.2,1.32,5.69
Snord118,12,19,18,1,1,2,0,0,0
Fzd10,14,24,9,1,1,0,9,4,5
Gm2830,12.56,23.22,9.78,0,0,0,0,0,1.27
Platr1,17.1,31.08,4.44,0,2.99,3.76,0,0,0.79
Casq1,9,21,30,3,3,8,9,8,8
Tmem52,17,15,23,4,2,3,3,4,1
Nalcn,11,13,24,1,1,0,1,3,2
Gm26603,14,26,19,3,3,7,5,0,3
Acer1,22.29,23.31,5.26,1.49,1.28,1.45,3.27,0,0.89
RP24-136L4.6,8.03,27.92,11,0,0,0,0,0,2
Rimbp2,21.81,24.28,8,3.1,3.01,1,0,0,0
2610001A08Rik,11,27,11,2,0,0,0,0,0
Rp1,16,21,12,1,0,0,0,0,1
Grip2,20,25,9,0,3,3,2,3,2
Cldn19,9,28,13,2,0,0,1,0,0
Gm43589,24.28,29.79,2.98,5.78,1,1.41,0,0,0
Gm43055,13.91,23.16,17.49,5.69,0,0,0,0,0
1700023F06Rik,14,18,17,0,0,0,11,1,6
Fga,20,19,10,0,0,0,3,2,0
Gpr37l1,20,24,15,4,3,3,1,9,5
Gm43292,18.85,29.52,6.15,2.11,2.14,0.85,7.32,5.48,1.12
Gm15788,9,29,14,0,0,2,2.07,0,0
Rpl39l,13,29,11,1,1,1,4,11,10
Etnppl,12,15,23,0,0,0,1,3,1
Snhg9,19,24,13,1,3,2,0,0,0
Gm17529,24.91,25.19,12.09,4.69,5.1,2.03,18.69,7.88,11.78
Tgm5,21,16,14,0,0,0,0,0,1
Gm13717,14,30,11,0,1,3,2,0,0
Upb1,19.61,25.95,13.55,1.69,3.06,3.05,5.22,8.04,14.03
A430027C01Rik,22,35.03,10,8,3,4,7.59,3.06,3.29
Mab21l1,15,23.5,13.61,0,0,0,0,3,0
Gm37745,24.78,24.77,12.37,0,5.26,4.4,4.29,1,1.13
Gm13684,25.88,27.48,8.35,1.21,3.11,5.04,9.95,3.24,2.32
Cadm2,12.84,22.02,27,3,1,5,2,1,2
Mog,19,24,11,0,0,1,3,6,10
Gm42991,22,35,8,4,5,3,0,0,0
Kremen2,19.66,30.41,12.21,6.08,3.03,0,6.17,3.02,2.93
Gm6069,20.58,18.34,15.29,1,0,0,3,3,1.99
3110070M22Rik,10,29.96,32.93,6,4,9.5,9,12.79,6.58
AA386476,23.31,26.46,8,2.06,1.04,1,7,13.03,7
2010007H06Rik,17,28,16,2,3,2,15,8,8
Platr22,14,24,18,1,1,0,2,0,1
Fgf14,24,29,8,3,1,3,0,0,2
Gm43628,25,26.03,14,3,2,5.91,3,0,2
RP23-445E20.7,13.89,28.32,13.3,0,0,1.11,0,2.83,3.93
B230322F03Rik,23.87,22.93,11.75,0,2.75,1.21,5.99,6.1,2.84
Gm22395,25.59,26.53,4.62,2.1,0,0,1,0,0
Mansc4,13,27,15,0,0,0,5,5,0
Cd7,18,28,23,3,7,4,0,0,0
Gm37518,19.56,29,8.51,0.72,0,1.21,3.17,2.13,2.1
Ehf,12.16,26.01,18,0,1,0,0,1,0
Gm17103,17.61,26.73,19.36,3,4.32,1.07,3.68,2.28,0
2900041M22Rik,10,25,24,0,2,1,2,2,2
Rax,12,14,31,0,1,0,2,0,1
Ptx4,21,13,22,0,0,0,1,0,0
Myom2,29.46,13.45,22.36,2.69,2.28,3.92,17.23,10.89,15.37
Rps12-ps9,24.43,22.39,9.71,0,0,0,2.4,1.3,4.9
Susd4,21,18,24,2,1,3,11,1,14
Ubxn10,15,23,24,2,1,2,7,8,2
Gm12395,25,30,4,0,1,1,2,0,0
Abcc6,13,30,21,6,1,0,2,2,1
Slc13a1,32.71,31.13,7.54,3.57,3.65,6.53,10.65,8.07,11.88
Mecomos,18.19,32.55,10.87,1.83,1,1.01,3,3,2
Gm37366,31.03,33.26,4.63,3.25,5.12,2.65,9.07,4.27,5.75
Cldn2,10,25,25,0,1,1,1,1,1
Gm5914,22.64,19.62,25.4,3.46,5,1,9,2.93,2.44
Gm26981,25.29,30.25,8.56,1.26,2.15,2.21,24.58,9.56,8.44
Tesc,24,25,28,3,7,8,3,4,0
A830012C17Rik,19.07,22.09,20.03,1,0,1,4.01,0,2.01
Sec1,17.8,19.4,25.65,1.13,1,1.07,2,0,1
Gm37756,8.23,47.42,7.61,0.47,0,2.62,0,0,0
Gm38025,15.31,28.58,16.74,0,0,0,15.85,8.4,1.04
Gm43618,23.14,30.56,20.65,5.1,3.28,5.27,2.07,0,5.28
Exph5,23.23,25.26,13.39,0,0,1.12,5.51,2.64,4
Nefh,14,24,23,0,0,0,0,2,1
Gm43536,37.25,31.41,13.18,10.11,3.36,7.17,5.61,4.04,7.89
Gm43322,27.19,33.76,6.52,3.07,1.58,1.49,1.64,0,0
Gm22875,29.56,36.56,4.25,1.43,0,7.01,0,0,0
Gm3695,23.73,37.87,8.47,3.13,2.24,2.56,0,3.33,1.1
Gm14094,25.67,35.33,1.87,0,0,0,1,1,2
Wnt16,19,19,25,0,0,0,5,2,7
Gm15462,30.91,34.15,18.44,12.19,3.38,4.31,10.35,6.69,2.72
Gm3531,27.91,26.09,11.43,0,1.74,0,0,3.33,0
Cacna2d4,39.59,38.38,4.83,9.59,2.76,6.44,1,1,0
E530011L22Rik,25.2,24.36,28,5,2.09,6,26.36,14.05,18.13
Gsc,23,24,33,6,4,5,0,0,0
Bcl11b,15,31.03,40,14,3,4,13.01,4,3
4921504A21Rik,28,28.96,14.84,1,3,2.63,2,0,2.32
Ccdc60,25.78,16,26.41,1,2,0,15.9,12.98,6.2
2610027K06Rik,12.94,32.64,19.77,0,0,0,6.5,0,0
Gm16459,31.76,39.55,3.09,3.98,1.31,3.74,6.26,4.06,3.38
Gm37985,25.09,43.96,10.6,5.34,3.7,4.76,7.02,4.77,5.72
Zcchc16,26,22,18,0,0,0,0,0,0
2700069I18Rik,15.82,29.41,21.01,0,0,0,6,3,4.96
Gm12929,24.45,34.54,8.52,0,1.22,0,0,1,0
Gm10180,15.31,38.45,20.9,4.4,0.6,3.32,0,0,1.43
Gm3699,15.31,38.45,20.9,4.4,0.6,3.32,0,0,1.43
Gm10736,15.31,38.45,20.9,4.4,0.6,3.32,0,0,1.43
Gm37880,34.72,36.98,14.2,6.82,3.2,9.52,1.64,3.4,0
E230016M11Rik,28.45,33.33,18.9,5.06,2.62,6.26,23.66,10.85,16.69
Gm15728,19.99,48.29,6.01,2.05,1.98,2.08,9.49,7.04,6.91
Gm37628,31.3,36.02,9.81,3.46,1.46,3.94,2.3,2.02,1.01
6030407O03Rik,16,29,24,0,0,0,5,0,4
Rps13-ps4,28.78,28.11,12.64,0,0,0,0,0,3.25
Pcdhb21,33.89,37.54,18.27,9,4,7,17.92,3,10.68
Gm5860,20.12,35.55,16.12,0.86,0,1.01,3.13,2.07,1.04
Gm38374,36.77,32.67,5.93,2.69,0,2.69,1.46,5.78,2.08
Ntng1,17,22,33,0,0,2,8,5,15
Dmrtc1a,19,30,21,0,0,0,2,2,1
8430419K02Rik,25.53,24.55,20,0,0,0,1,0,1
RP23-174M4.3,17,42,23,5,3,3,4,3,9
Map7d2,24,40,8,0,0,1,11,2,18
Gm16141,21,37,17,2,1,1,7,5,6
Efnb3,19,26,31,1,2,1,27,4,9
Gm10277,41.19,38.51,14.83,4.13,6.71,11.03,6.82,4.12,3.97
Pof1b,34,30,9,0,0,0,15,2,11
Pcyt1b,13.39,42.67,24.07,1,1,5,20,7,13
Gm25442,22.2,52.44,2.86,3.18,1.08,0,0,0,0
Gm23968,29.92,40.78,6.18,0.56,0,2.56,3.95,4.3,1.33
G730003C15Rik,26.27,56.54,11.53,6.74,7.22,6.06,24.04,20.02,16.91
Ntm,20.92,28.19,50,8.07,6.14,10,1,1,3.98
RP23-134H19.4,20.93,46.35,22.97,4.2,3.54,7,31.69,14.14,20.21
AI606473,23,22,31,0,0,0,0,4,1
Rsph1,21,34,34,5,4,4,13,9,13
Gm12394,35.79,30.36,11.08,0,1,0,22.48,10.52,2.9
Hyal3,28.09,44.08,23.81,5.06,4.24,10.3,16.67,13.69,17.78
Pthlh,26,33,21,2,0,1,27,4,21
Gm26237,40.38,41,3.52,6.07,0,1.11,0,0,0
Gm43518,27.43,48.83,10.25,4.05,1.58,3.08,3.54,3.52,6.35
9930012K11Rik,24,33,38,8,5,4,13,33,16
Gm36401,31.05,43.92,10.44,3.18,1.03,3.13,12.35,9.15,14.93
Gm3892,31.62,32.17,14.84,0,0,0,33.93,7.93,17.69
Gm10593,31.62,32.17,14.84,0,0,0,33.93,4.37,17.69
Gm13110,30,40,12,3,0,0,1,0,1
St8sia2,34,26,22,1,1,0,19,4,7
Tnfaip8l3,24,33,25,2,0,0,5,0,0
Rtn4r,17,31,32,0,0,0,18,12,23
Pcdhb9,26.71,50.76,34.75,15.98,4,12.07,11.6,1,5
Mast1,26.57,38.3,16.43,0,0,0.78,10.34,5.01,1.72
4930533I22Rik,32.64,49.66,6.29,4.43,2.05,1.37,11.26,3.11,3.72
Dnah2,22,35,27,1,1,1,17,38,7
Tmem202,34,38,39,10,8,12,9,28,27
Kcnn3,17,33,36,3,2,0,6,2,4
Gm43192,26.24,39.7,16.31,0,0,1.24,2.05,1,0
E330013P04Rik,23,47,22,6,0,4,11,3,3
Gm16201,21,29.44,39.79,3,2,3,13.73,16.09,24.15
Gm14648,19.68,49.66,13.04,0,0,0,0,8.48,2.59
Gm15910,30.92,61.91,15.86,11.78,4.07,9.66,24.57,17.45,10.61
D630036H23Rik,27.19,34.36,33.83,6.36,1.92,3.86,5.3,4.82,5.17
4632433K11Rik,26.7,42.39,14.33,0,0,0,10.42,5.74,3.99
Vwc2,24,39,21,0,0,0,9,6,17
Abcg4,33,42,38,8,10,11,24,10,8
Gm5812,21.73,45.94,26.01,9.55,0,0,0,2.44,0
Kirrel3os,58.67,27,7,4,3,1,2,2,1
Tmem25,21,33,39,3,1,4,32,15,8
Tmsb15l,36.7,51.24,29.69,10.72,11.71,9.98,22.23,19.66,18.18
Zfp575,22.11,19.46,48.44,0,3.06,1.05,15.58,8.17,11.35
Coch,12,50,25,0,0,1,21,20,3
Ano4,22,43,28,2,3,2,2,2.32,5
Gm37706,46.99,49.82,10.97,7.28,9.12,5.03,5.73,2.17,1.23
Trhde,28.31,50.74,33.95,12,4.34,10,13.8,0,8
Fam46b,35,34,49,14,7,10,6,5,3
RP23-20K24.6,39.37,68.81,12.57,9.16,8.8,15.05,9.55,12.04,6.57
Sostdc1,16,28,44,0,0,0,2,0,1
Tekt2,31,30,31,1,1,2,26,24,16.68
Zcchc18,24,30,38,2,2,0,5,2,1
Gm26596,30.75,22.2,76.44,17.5,6.94,16.94,1.2,1.29,2.55
Gm37349,32.9,61.88,6.18,2.75,4.42,5.29,3.14,0.62,3.84
9230116N13Rik,27.62,59.98,32.92,10.84,7.1,13.6,12.15,15.28,8.47
Gm28720,40.59,53.14,5.43,1.78,1.05,7.05,10.61,5.88,6.42
Gm43421,36.59,52.95,10.82,3.15,1.52,6.35,6.32,1.28,4.42
Gm22420,63.04,48.9,9.29,7.8,10.61,13.31,2.87,0,0.92
C130075A20Rik,27,57,23,7,2,8,2,0,0
Gm37106,28.62,60.88,6.58,1.59,2.89,1.05,4.4,0,0
Chrna4,14,40,46,6,2,1,25,4,16
Gm23413,45.39,46.98,9.87,4.7,2.89,3.41,4.68,0,0
Slc4a8,31,36,50,10,8,7,37,8,15
Slurp1,32,16,45,1,0,0,1,0,0
AI118078,27,41,28,1,2,0,4,13,23
Gm42712,52.26,45.37,7.26,5.23,2.08,3.61,16.99,13.7,14.45
RP24-464A7.1,37.88,66.08,8.76,8.2,3.15,6.95,8.09,1.16,2.9
Cd8b1,43.72,48.29,11.25,5.62,1.6,1.35,2.52,7.96,1.12
RP23-203F1.2,36.28,65.07,8.15,6.71,5.9,1.88,2.11,4.44,4.19
Gm26916,34.68,80.87,6.23,8.17,2.64,15.94,3,0,0
Gm14308,18.57,51.39,26.39,0,0.5,0,49.5,8.19,8.56
Gje1,48.67,52.49,3.39,1.79,3.72,1.62,4.68,0,0.25
Gm42845,39.84,46.8,45.89,16.34,6.15,12.48,0,0,0
Fgf9,40,40,41,7,10,6,14.49,11,10.8
Gm26720,36.46,58.22,16.37,1.1,2.34,9.09,7.82,1.33,4.1
Slc24a4,31,35,34,0,0,1,4,0,8
Emx2os,47.3,48.53,20.24,8,3,6.03,1.87,2.41,0
Flrt1,29.56,52.52,30,6.01,5,2,17,2,11
Clec2l,17,38,45,0,0,0,4,5,4
Gm7497,30.51,60.47,17,2,3,2,7,9,6
Gm42531,48.98,46.17,20.01,4.69,2.39,6.57,7.98,3.12,2.61
1700113A16Rik,37.61,56.17,29.62,7.18,3.86,10.75,5.74,1,1.65
Platr17,44.85,61.7,19.36,5.4,9.29,9.55,26.06,16.04,9.04
Ggt1,25,44,33,0,0,0,11,7,9
Gm37678,43.08,86.42,5.93,17.26,9.12,3.07,7.18,5.97,4.12
Snord13,27,53,33,1,2,4,0,0,0
Slc1a2,30.5,36.83,41.02,0,0,2,14.02,28.93,23
Aard,21,54,40,2,2,4,2,0,3
Gm28809,58.35,53.17,6.96,1.6,4.56,4.77,5.97,1,2.59
Sh3rf3,25,37,49,1,2,0,22,2,33
Gm42993,55,68,18,18,9,6,3,0,0
Gm17305,26.45,50.05,34.23,1.68,0.78,0,0,0,0
Acsbg1,49,57,41,14,14,10,30,14,15
Gm37304,42,60,8,0,0,0,0,0,0
Pkp1,26,35,57,1,4,0,2,0,5
Grm4,12,44,59,1,0,0,3,1,1
Ttll10,37,55,23,0,0,0,15,3,14
Gm37124,41,64,16,4,1,1,13,2,0
Dkk2,28.12,23,67,2,0,0,4.72,12,2
Gm15867,27,44.74,47.87,1,0,1,15.71,15.78,9.92
BC039771,70.5,62.68,12.49,12.56,6.41,9.04,20.75,14.87,31.21
Ager,35,42,43,0,0,2,24,17,11
Gm17552,36.74,54.69,30.9,1.14,3.07,0,7.93,7.33,10.93
Gm43684,57.78,78.16,20.21,10.27,18.6,9.04,27.14,9.4,13.07
Bfsp1,37,49,37,2,0,2,30,25,15
Ppl,41,50,73,16,10,19,8,1,2
Gm26141,51.45,69.78,6.57,1.97,2.66,3.51,0,0.75,0
Gm25193,57.06,74.76,11.71,10.45,9.53,3.83,0.99,2.61,1.02
Cacna1e,56.72,74.38,27,15.1,12.2,11.01,2,5,3
Vstm5,35,51,37,0,3,0,45,10,20
Gm26460,49.91,75.66,9.85,5.1,4.05,5.8,0.96,0,2.84
Dhh,41,54,55,12,8,9,5,3,4
Gm14419,70.75,41.55,40.27,14.24,7.35,9.54,14.75,24.93,45.26
Cys1,42,58,49,10,11,6,27,6,15
Elovl4,38,52,46,9,3,2,41,15,33
Plcd4,41.62,75.87,29.15,4.21,11.49,8,25.87,5.14,22.69
Gm26562,68.3,79.71,15.24,10.92,11.78,17.53,3.85,3.29,1.56
Gm28906,66.27,49.5,11.04,2.24,0,0,8.63,3.33,3.09
Ccdc92,37,58,49,6,6,7,23,18,19
Trpm3,56,52,24,3,3,1,2,0,2
Gm15411,47.94,72.81,22.33,5.24,4.23,7.49,45.45,15,16
Maats1,63.8,73.45,15.54,9.16,8.93,7.85,11.91,8.83,9.01
Aff2,48,61.15,28,1.02,0.78,7.44,13.25,6,17
Srcin1,50,54,28,1,1,1,12,7,2
Slc16a9,42.58,57.03,56.27,11,6,9.19,22,7.67,30.12
Gng8,18,54,63,0,3,2,36,14,21
Sbspon,25,40.43,70.85,2,1,3,7,2,2
Gm10516,64.27,68.21,47.01,16.67,12.45,19.96,19.32,22.81,34.74
Gm16195,62.8,63.96,6,1.09,0,0.73,0.77,0,0.79
Gm38211,42,122,13,17,13,14.01,9,0,1
Caskin1,42,45,47,0,1,0,21,11,9.21
Cfap70,31,67,40,2,0,0,30,16,34
A930018M24Rik,39,64,42,1,2,5,11,9,21
Rpl21-ps8,47.41,49.25,44.63,1.34,1.98,0,0,1.86,5.11
Adh7,49,35,56,1,0,1,14,33,23
Gm11613,75.11,84.62,29.6,20.64,11.93,17.81,48.49,45.17,47.93
Gm16222,67.74,97.02,21.83,17.53,13.43,15.04,11.68,8.41,9.49
Gm24576,57.44,74.73,15.63,5.55,0,1.04,4.22,4.52,0.74
Gal3st4,25.72,55.41,65,3,1.57,0,9.9,15.47,12.08
BB187690,55.85,83.88,10.89,0,2.59,5.15,29.7,24.44,20.59
RP23-403E18.2,61.98,82.85,9.06,6.12,1.98,2.64,1.58,2.81,1
Gm42788,41.99,61.04,42.04,0,0.01,1.3,30.36,5.08,18.78
D130017N08Rik,68.17,87.51,26.14,10.85,7.16,19.43,41.47,23.12,53.57
Naaladl2,48.92,67.02,50,10,8,2,43,28,51.34
Gm23158,55.67,92.04,7.9,0,3.74,5.88,8.02,0,1.54
Mb,7,45,108,4,4,6,6,2,8
Hopx,38.85,49.8,63,2,0,2,34,32,43
9330136K24Rik,70.56,101.2,7.43,10.48,9.44,9.79,9.62,9.57,7.63
Svopl,59.76,67.99,36,4.99,4.05,5,1,2,4
Pantr1,42,57,52,0,0,0,29,30,45
5033426O07Rik,45,56,50,0,0,0,29,2,6
Kcnmb4,47.8,135.08,20.7,24.2,13.91,13.66,28.18,20.2,13.39
Gm37140,66,84,10,1,2,3,12,1,2
Gm15706,43,72,50,3,2,5,19,32,21
Gm43290,85.68,93.46,17.82,13.73,11.29,15.7,32.72,14.43,14.21
AL589742.2,42.8,79.91,38.03,2.99,0,0,0,0,1.45
Greb1l,100,62,32,16,12,8,66,51,21
Gm37022,76.67,71.24,18.66,2.8,1.67,2.1,31.16,17.05,13.76
Bhmt,48.03,46,66,0,0,0,0,2,0
Pcp4l1,19,85,65,3,1,3,6,45,27
A630077J23Rik,40,93,32,1,0,0,4,3,5
Zfp459,73.23,95.23,19.34,8.24,10.85,2.87,17.14,10.38,3.58
Bend5,38,59,82,7,5,1,55,18,33
Gm16907,66.28,122.51,31,25.22,6.09,22.23,16.16,15.07,17.3
Gm24081,87.97,77.6,15.06,5,5.55,3.38,0,1.1,5.55
Gm5292,24.68,114.93,27.76,0,0,0,0,0,0
Tle6,38,71,90,12,8,10,25,33,40
9030619P08Rik,78.02,84,41,13,8,13,0,0,0
Veph1,66.86,78.46,26.84,1.01,0,1.01,20.79,20.81,15.14
Rmi2,88.3,122.99,24.07,18.88,19.32,26.72,35.1,14.83,33.44
AC160635.1,78.92,119.9,12.21,21.73,9.51,9.19,3.71,8.03,3.99
Prrt2,75.45,73.99,21.92,0,0.14,0.23,57.08,2.95,15.91
RP23-174K7.2,49,70,59,2,0,4,9,1,0
Gm14849,66.69,100.88,18.96,10.29,2.98,0.8,16.01,3.87,15.87
Gm2694,71.27,98.81,14.88,5.56,2.21,3.4,3.27,3.64,0
Gm37198,77.42,87.95,18.87,0.89,3.79,5.62,27.23,7.46,6.55
Mapk4,48,77,55,3,2,0,5,5,21
Musk,44,55,76,0,0,0,4,3,3
Shroom3,67.42,87.99,85.23,19.02,16,28,44.36,19,25
Gm13301,46.65,100.12,32.54,0,0,1,44.82,5.29,4.16
Gm25640,79.87,105.31,17.36,6.55,4.67,11.87,1.99,0,0
Gm42556,63.61,112.78,12.75,5.17,3.16,0,19,2.29,2.22
Rpl10-ps6,60.74,84.42,50.93,9.62,4.81,0,0,0,0.42
Lgr5,41.09,80.54,66.36,0,1,4.54,53.48,21.65,19.11
2610507I01Rik,79,66,39,0,0,1,10,28,53
Gm37357,73.38,95.47,18.15,1,2.29,0,3.97,4.33,2.5
Gm37886,71.95,103.25,15.35,0,1.89,4.88,6.96,7.91,1.89
Rnf112,44,74,79,5,6,2,0,2,8
Me3,42.08,95.82,119.63,27.7,24.03,21.12,31.88,12.17,16.06
Gm12088,62.82,124.35,22.12,11.03,3.17,9.58,1.28,0.9,0
Tmod2,53.66,102.03,87,17,13,27,30,12,56
Emid1,56,97,72,18,11,10,35,28,20
