Gene_Name,D33_1,D33_2,D33_3,AD_1,AD_2,AD_3,rib1,rib2,rib3
Hmox1,50,58,57,356,237,341,8127,29970,29888
Tnni2,37,83,271,1,0,2,70,94,56
Gm715,1,3,1,1,0,0,19,33,23
Atp2a1,11.85,39.75,138.8,0,1,0,32.54,27.33,17.84
Slc13a3,2,0,3,10,11,17,467,1739,792
Hk3,0,1,2,28,20,43,765,3806,2692
Alpk1,6.17,15.1,15,4,3,2,260,241,219
Pappa2,60.07,84.23,86,0.93,0,0.34,54.02,7,41
Plcb2,1,0,0,0,5,5,79,360,396
A230103J11Rik,2.03,2.08,2.02,0,0,1.05,32.38,34.04,22.56
Sfn,1,8,4,2,0,0,89.61,50,37
2610507I01Rik,79,66,39,0,0,1,10,28,53
Adam8,0,2,4,72,41,53,1330,8195,5695
Ccdc74a,49,84,100,0,0,1,27,41,25
Mex3a,17.14,21.21,24.03,7,5,0,635,226,289.36
Atp8b2,184,174,176,35,23,21,2742,2573,2259
Prr33,8,8,2,2,1,0,124,63,102
Pcdh9,135,166,71,1,0,1,90,24,82
Vegfa,14.03,13.19,9,81,65,77.63,13787,2557,6451
Tspyl4,117,171,77,12.82,17,23,2155.53,1511.54,1877.79
Lcat,250,415,258,0,1,1,68,70,72
Igf2bp2,47,71,64,15,13,14.01,1550,1489,1505
Cd180,0,4,0,10,7,10,292.04,1518.28,1127.22
Bmp5,689.72,1056.53,674.61,5,4,2,485.85,290,467.51
Kifc5b,0.98,2,4.63,1,0,1,91.34,57.46,78.39
Mss51,1,5,3,0,1,0,50,44,21
Cdh10,0.81,4,2,0,0,1,24,48,43.07
Sox12,21,36,26,7,4,1,595,285,515
Mark1,26,18,26,4,4,3,626,350,330
Cacna1h,1,12,5,2,0,1,208,61,95
Fbxo2,952,998,935,2,2,1,167,91,355
Nrcam,15.36,23.54,12.43,0,1,5.05,51.01,354.75,337
Gpnmb,22,21,29,173,108,134,2026,27749,21489
1500015O10Rik,11117,18401,10759,10,3,4,645,681,844
Gm37893,4.61,4.02,0,0,0,1.19,61,51,40
Mgp,27762,44786,73315,123,88,114,29593,7346,5566
Eno2,55.1,68.04,59.01,14,8,11.88,2756,1298,401.06
Gm14308,18.57,51.39,26.39,0,0.5,0,49.5,8.19,8.56
Clec4n,2,2,1,6,12,10,641,1352,1828
Smarca1,36,54,33,5,2,4,661,405,465
Gm16185,21.99,22.95,2.93,2.05,3.79,1.06,589.41,174.22,210.97
Serinc5,261,287,138,65,48,54,7926,10091,5739
Cdh24,7,6,11,1,2,0,250.47,60,119.78
Mthfd1l,59,68,64,6,9,11,1545,727,1481
Gm3550,2.43,1.98,2.16,1.04,0,0,62.09,67.14,20.96
Fam25c,2,0,2,0,1,0,59,16,73
Tiam2,86,123.56,70,11.04,6.07,9.06,1378.37,1338.23,1181.44
Mex3d,21,16,9,6,5,2,911,501,534.4
Serinc2,121,286,343,0,0,1,78,33,43
Tns3,363.46,449.73,275,31,20,41,3264,4338,6597
Nlgn2,42,57,47,8,2,6,1300,559,642
Wnt5b,12,35,20,6,5,4,758,1227,414
Cmtm5,167,388,221,0,1,2,178,105,203
Kcnq5,3.97,5,4,1,1,1,204.72,111,170.91
Gm13305,553.4,539.16,242.18,0,0,1.82,225.67,41.18,34.42
AK157302,2.2,13.99,10.86,1.57,0.56,0,219.67,78.35,59.84
Ttll3,14.12,24.44,20.68,9.4,5,2.14,572.37,1810.42,402.58
Perm1,7,5,4,0,0,2,50,177,110
Corin,610,718,204.95,1,2,2,244,443,157
Slc6a8,170.71,206.35,208,15,20,17,1705,3877,3540
Sema4g,8,11,15,1,2,1,389,142,182
Pdzd7,3.01,1.01,3.01,1.01,0,0,70.98,17.22,96.45
Epcam,3,3,2,0,2,0,180,55,143
Slc15a3,2.44,0,1,9,6,11,543.85,2484.47,1947.53
Ccdc68,3,3,7,1,0,1,191.69,155.85,44
Hif3a,5,1,5,1,1,0,199,143,57
Ptn,625,1367,1255,0,2,4,719,167,312
Adgrg6,156,168,171,9,12,10,1961,1970,2390
Prrt2,75.45,73.99,21.92,0,0.14,0.23,57.08,2.95,15.91
B230206H07Rik,4.33,8.32,1.37,0,0,1.29,124.15,101.14,42.32
Zfp385c,617.1,1022,504.49,2.75,0,2.32,402.37,391.8,274.48
Vdr,19,39,31,6,4,4,891,1622,450
Gm13988,1.01,2,0,0,0.33,0,31.4,24.58,14.21
Vipr2,25.67,21.23,16.02,2,2,0,353,233,280
Atp6v0a4,128.45,184.87,108,1,0,0,83,91,42.64
Urah,103.92,167.96,89,1,0,0,119,32,67
Clec4d,0,1,1,12,8,12,711,3016,3361
Cthrc1,22,30,28,3,1,1,308,562,241
Wfdc2,7778,12625,27293,0,0,1,193,14,18
Klhl31,3,2,9,0,0,1,108,78,40
Brsk1,7,2,1,0,0,1,85,49.3,93.52
Dlx5,447,767,489,1,2,1,307,411,195
Lrp8,13.96,17.31,3,2,0,2.02,186,332,400
Omd,6261,8989,1683,6,5,3,1306,56,1850
Fzd9,6345,10098,7095,2,0,7,767,617,687
Smpd3,7.09,3.02,7,34.35,20.21,55.27,3847.89,15266.62,6363.39
Nfasc,0,9,3,0,0,1,148,33,52
Slc7a2,96.19,202.18,115.74,11.05,6.1,18.7,2653.09,779.24,5052.08
Slc39a14,91,132,62,19,17,19,6533,2151,4438
Mybl1,4,4,2,0,0,1,111,33,101
Wisp1,5,11,22,0,2,5,619,394,704
Dlg3,15,19,15,2,1,0,384,160,193
Nt5e,221,342.54,166,21,19,18,8671,1535,4216
Dlg4,27.31,37,20,4,1,2,858,352,532
C530008M17Rik,4,14.93,12,1,0,1,205.86,137,162
Nrap,5,7,29,0,1,1,39,275.24,225.23
Lrfn4,25,20,41,2,0,4,695,512,412
Panx2,3,3,3,2,0,0,276,104,167
Runx2,69.46,65.76,46.17,6.13,7,7.07,2760.8,1865.78,1061.6
Kcnk1,328,429.36,198,0,1,0,81,63,144
Gm13461,0,29.55,0,3.04,0,0,232.45,315.17,339.07
Kif15,3.22,2.93,0,0,0,1,92.01,44,169.09
Car12,21,20,8,5,3,2,1088,883,1230
Syngap1,12,4,5,1,1,1,458,215,304
Gm28006,2.71,27.45,1.99,0,0.83,1,264.47,214.3,123.93
Emilin3,589,705,1197,1,0,0,139,107,91
Erf,72,79,69,3,3,4,1339,1254,975
Steap1,50,74,28,1,2,3,834,529,787
Gli1,3,1,5,1,0,0,128,110,138
Kifc1,4.02,0,1.37,0,1,0,122.67,111.54,147.61
Ak4,26,35,44,9,5,5,2994,1986,2329
Stk26,98,118,51,7,2,11,3196,2309,2340
Ptprz1,7.01,8,2,0,1,1,390,142,263
Ctgf,37348.66,41547.2,42197.18,50.89,30,46,31884.4,10308.05,8681.39
Col22a1,3.06,12.43,15.79,0,2,1,627.03,373.74,238.32
Ptgs2,1,0,0,11,10,15,6031,1528,7463
Fam101a,2542,3980,3685,2,1,7,1566,1433,1194
Fn1,2542.09,3221.13,4950.52,912.1,668.15,750.27,492025.74,191874.19,321120.87
Msi1,10,13,16,1,1,1,771,277,247
Prss35,14,9.88,9.09,2.17,1.99,3.98,1437.05,220.97,1926.37
Fmod,77253,99181,89592,21,15,20,8287,3881,12504
Rorb,1.2,1.08,0,0,0.48,0,21,159.47,43.69
Mkx,355.58,496.27,677.8,0,0,1,240.03,150.06,88
Rapgefl1,4.22,12.18,7.01,0,0,1,148.05,208,137
Ddit4l,114.45,84.4,72,3.86,3,2,2479,1344,720
Cilp2,10148,10333,27882,0,1,1,581,65,427
BC021891,2,4,0,1,0,0,179,181,184
Rps26-ps1,38,0,5.64,3.67,0,0,1374.13,130.02,571.24
Pdzd4,5,8,2.38,0,0,1,198.15,199.49,180.53
Frzb,10786,18660,4341,12,10,14,10744,4101,7015
Ppp1r1b,4499.9,7003.82,3619.97,4,1,0,1233.35,482,1536.96
Foxa2,10,14,7,1,0,0,228,322,126
Mir6236,84,139,117,11,13,15,26662,511,298
Car9,3.24,7.56,8,1,3.03,0,1678.98,247.9,920.04
Plxnb1,235,344,176,6,5,2,3199.21,2968.47,3157.32
Aldh1l2,17.72,9.33,7,1,2,5,1901.1,936.85,2973.79
Gm21986,0,3.21,3.48,0,0,0.42,62.02,199.53,54.59
Slc38a4,0,0,1,3,3,1,2319,1908,1137
Nyap1,25,28,21,0,1,2,1139,717,447
Moxd1,84,101,86,3,1,6,2737,2286,2688
Edil3,43.46,91.83,31.73,2.99,0,5.27,3287.55,779,2709.02
Enpp1,358.07,647.59,368.96,8.55,5.27,7.04,6521.41,6612,3978.71
Gpr162,3,7,3,0,1,0,320,326,253
Matn4,1065.96,1646.9,3363.9,0,1,1,735.54,810.55,402.58
Has2,12.1,18.6,5.52,1,0,1,682.37,1156.4,921.03
Rian,95.95,123.75,29.05,4.43,8.48,5,12765.94,3948.05,9892.8
Fxyd3,14795.05,24225.15,10097.52,0,2,0,1841.73,431.99,769.86
Slc7a3,4,2,3,1,0,0,697,376,776
Scube3,49,84,36,0,2,1,3081,1010,1997
Gm28052,0,1.27,0,0,0.05,0,36.84,41.21,27.85
Sobp,44,53.14,52,1,0,1,1603.28,1308.27,1329.47
Capn6,133.8,198.21,225,6,2,4,8161.33,12839.7,7518.67
Phex,3.23,3.28,0,1.17,0,0,1409.55,971.02,443
Tnn,3,1,1,0,0,1,1135,252,1145
Tnnt3,15,54,66,1,0,0,850,861,925
Mdfi,41,49,40,1,0,1,2741,1826,1578
Mia,15046.46,21046.3,14315.59,2,0,0,2133.64,2130.47,2222.39
Rps2-ps13,0,14,19.89,0,6.75,0,15336.79,6515.07,4324.78
Spp1,831,807,1695,21,20,21,165485.71,57015.3,57645.4
Nrk,91.59,143.53,83.18,3.04,0,0,4141,5682,4123.03
Dlk1,10,17,37,1,2,3,15382,7068,10028
Igf2,589.68,992.45,1253,12,14,8,88756.34,63518.38,69215.94
Itga10,177.53,212.39,118.24,1,0,0,5564.64,4583.45,4076.45
Hapln1,603,800,271,2,0,0,53347,42817,33962
Col11a1,6678,8393,5110,1,2,0,186587,154624,205533
Col11a2,3276,5214,2754,0,2,1,242943,234874,183581
Col10a1,1790,983,309,0,2,2,670541,365717,259645
Col2a1,12396,17728,10552,0,0,2,2733336,1865674,2594367
Angptl7,65678.25,53650.83,81082.03,1,1,4,7,11,9
Tcfl5,6.08,8.09,2,0,0,0,90.75,60.36,46.5
Unc80,8,5,3,0,0,0,97,32,80
B4galnt3,57,79,33.69,0,0,0,788.99,851.26,626.6
Gm10561,8.52,4.36,5.38,0,0,0,69.27,73.32,108.82
Mtus2,12,15,20,0,0,0,167,368,121
A430106G13Rik,15.17,11.42,5.01,0,0,0,195.88,179,69
Gpc2,7.41,2.25,4.91,0,0,0,99,51,59
Irx5,29,40,57,0,0,0,997,656,226
Slc6a15,0,5,5,0,0,0,56,40,54
Col9a1,6036,11150,4818,0,0,0,132501,93094,108506
Gm20521,0,5.52,6.58,0,0,0,56.18,43.75,91.83
Clec3a,192,186,91,0,0,0,2510,2531,2415
Rtl1,9,6.14,5,0,0,0,195.53,32,98
Ovol1,1,2,4,0,0,0,45,19,68
Gm1840,11.57,19.41,5.92,0,0,0,272.23,192.89,254.73
Gm13835,0.05,33.15,49.14,0,0,0,449.94,582.43,612.77
Zdbf2,8,7,8,0,0,0,254.27,128,179
Gm15475,1,1,0,0,0,0,15.39,18.49,18.21
Gm26773,1.02,2.02,0,0,0,0,38.45,24,19.33
Lmtk3,2,2,1,0,0,0,72,34,34
Gm15452,0,3.45,0.47,0,0,0,60.5,22.84,30.79
Acan,5623,6504,2204,0,0,0,159623,115706,173449
Gm10052,42.08,20.03,18.93,0,0,0,1052.04,777.51,825.18
Cemip,21,24,20,0,0,0,1264,372,537
Frem2,1,2,0,0,0,0,47,37,18
Wisp3,3,4,4,0,0,0,121,134.82,127.52
Dmc1,0,1,2,0,0,0,60,19,28
Trdc,1.1,3.17,0,0,0,0,59.62,60,49
Gm29650,1,1,0,0,0,0,45,17,23
Asb16,2,2,1,0,0,0,107,34,79
Col9a2,2293,2747,1121,0,0,0,109705,100869,75646
Ibsp,89,60,60,0,0,0,6363,1784,1663
Chrdl2,3,14,5,0,0,0,421,40,575
Gm26633,2,13,6,0,0,0,432,266,394
Myog,1,1,0,0,0,0,33,29,62
Foxd1,4,9,1,0,0,0,327,332,272
BC030870,0,1,0,0,0,0,31,15,21
Dkk1,1.97,1.31,0,0,0,0,71.11,128.7,20.03
Mirg,9,13.01,5,0,0,0,902,345,601.52
Gm20547,3.72,0,1.31,0,0,0,73.11,160.42,136.86
Foxa3,5,8,6,0,0,0,479,579,398
Asprv1,2,1,1,0,0,0,159,80,116
Mab21l3,0,1,0,0,0,0,33,17,40
RP23-412J12.1,0.74,0,0.91,0,0,0,32.66,76.63,42.76
Tma7-ps,0,4.41,0,0,0,0,133,143.71,132.52
Gm9821,0,1.06,0,0,0,0,29.5,39.9,31.22
Col24a1,2,2,3,0,0,0,328,178,181
Ostn,0,0,2,0,0,0,84,50,70
Gm12404,0,1,0,0,0,0,23,43,38
Gm13337,1.07,0,0,0,0,0,45.49,30.91,36.67
Ppp1r3g,0,0,2,0,0,0,91,33,91
Ube2ql1,0,2,1,0,0,0,175,40,128
Ddn,1,0,0,0,0,0,41.2,55.36,18
Slit1,1,0,0,0,0,0,26,56,33
Cacng7,2,1,2,0,0,0,335,87,236
Gm15122,0,0,1,0,0,0,55.02,43.14,34.35
Bglap,1,0,0,0,0,0,44.77,42.87,46.15
Gm28035,0,3.18,0,0,0,0,175.02,106.06,253.95
Nptx1,1,1,0,0,0,0,60,38,241
Slc27a6,1,6,1,0,0,0,427,401,606
Otog,0,1.05,0,0,0,0,33,17,148
Panx3,20,39,17,0,0,0,5173,9398,4569
Dlx3,0,3,0,0,0,0,432,215,138
H19,195,150,335.07,0,0,0,69465.51,61640.11,67364.15
Scrg1,2,3,3,0,0,0,764,655,967
Mcoln3,0,1,1,0,0,0,43,224,388
Pde11a,1.01,1,0,0,0,0,297,173,270
Nxph4,0,2,2,0,0,0,1158,127,486
Aire,1,0,0,0,0,0,288,76,97
Sim2,0,5,0,0,0,0,1346,513,969
Rps24-ps3,2.88,0,1.88,0,0,0,1068.34,549.79,1665.86
Galnt3,2,1,0,0,0,0,1114,659,489
Gm13841,1.03,0,4.98,0,0,0,2025.23,1802.72,1342.48
Gm8210,1.03,0,4.98,0,0,0,2025.23,1802.72,1342.48
Igf2bp1,0.76,0,0,0,0,0,249,340.67,114
Gm11361,2.44,0,0,0,0,0,1997.93,420.42,323.05
Slfn4,1,0,0,0,0,0,918.52,959.2,320.71
Ihh,0,0,1,0,0,0,3715,6887,1495
Mmp13,0,0,0,2,4,2,41010,4657,9709
Prkg2,0,0,0,1,0,2,2855,3327,2086
Gm5537,0,0,0,0,0,4.07,2012.07,1758.65,1965.37
Cxcl3,0,0,0,0,0,2.03,164.11,336.86,1427.6
Tacr3,0,0,0,1,0,0,426,249,168
CAAA01093177.1,0,0,0,1.58,0,0,336.56,422.37,377.65
Igf2os,0,0,0,1,0,0,170.66,269.62,184.06
Gm8822,0,0,0,0,0,1.52,304.7,315.78,10.89
Ngp,0,0,0,0,0,1,260,10,121
Gm5611,0,0,0,0,1.17,2.09,250.72,401.73,440.69
Irg1,0,0,0,8,5,7,600,1457,4413
Fpr2,0,0,0,2,1,0,271,346,185
Prss50,0,0,0,1,0,1,226,158,116
Slc6a1,0,0,0,1,1,0,102,297,17
Nkain1,0,0,0,2,0,0,41,210,151
Depdc1a,0,0,0,0,1,0,59,28,94
Fpr1,0,0,0,2,0,2,161,282,243
Clec4e,0,0,0,9,7,12,893,1107,2773
S100a9,0,0,0,5,2,8,1312,265,568
5730596B20Rik,0,0,0,1,0,0,74.07,13.52,50.73
Slfn1,0,0,0,1,1,2,170,309,68
Gm15930,0,0,0,2.68,0,0,31.44,141.31,185.38
Artn,0,0,0,2,1,0,185,18,188
Gm37614,0,0,0,3.23,1.68,0,350.82,204.22,70.4
Galnt6,0,0,0,8,13,8,315,1644.86,1368.54
Tnfsf11,0,0,0,1,0,1,66,90,60
Gm11427,0,0,0,1.1,0,1,47.88,92.67,85.43
Cxcl5,0,0,0,1.01,1.19,0,39,17.84,177.24
Gm4955,0,0,0,2.5,0,2.09,76.22,264.15,146.63
Nlrp3,0,0,0,11,6,8,107,315,2137
Rnf208,0,0,0,0,0,1,55,19,19
Msr1,0,0,0,35,25,32,1240,3552,3419
Nsg2,0,0,0,1,0,0,26,17,44
Marco,0,0,0,11,6,11,701,1356,318
H2-M2,0,0,0,5.06,0,4,153,304.02,300.85
Rbpsuh-rs3,0,0,0,0,5.63,0,85.56,112.81,252.69
Nrgn,0,0,0,3,2,1,156,215,102
Sema7a,0,0,0,7,5,12,1056,433,390
Il1f9,0,0,0,3.84,0.38,1,223.14,83.94,101.41
Oasl1,0,0,0,14,11,14,481,1303,1195
Gcnt1,0,0,0,19,13,17,1582,1029,929
Ccl3,0,0,0,35,23,34,135,536,5633
Gpr84,0,0,0,5,3,3,116,205,418
Bmp8a,0,0,0,3.84,2,3,314.45,99.73,126.69
Il12rb1,0,0,0,1,3,1,147,116,27
Baiap2l2,0,0,0,2,2,5,158,295,65
Tfec,0,0,0,6,2,3,59,254,320
Il1rn,0,0,0,23,25,34.09,662,1542,2222
Gm3555,0,0,0,1.13,1.15,1.23,102.43,37.84,46.88
Trim30c,0,0,0,1,0,2,22,76,61
Kif14,0,0,0,1,0,2.01,39,29.24,89
Oas1g,0,0,0,10.03,1.55,9.02,197.09,608.89,194.51
Asb4,0,0,0,3,3,7,151,213,245
Tm4sf19,0,0,0,7,1,4,38,211,300
Pip5k1b,0,0,0,1,1,1,38,18,80
Ppbp,0,0,0,4,3,9,116,372,233
Pyhin1,0,0,0,8.12,10.26,10.01,239.99,692.33,297.27
Slamf7,0,0,0,9,7,16,173.95,512.71,622.44
Cxcr4,0,0,0,9,11,21,236,829,501
Gm15513,0,0,0,1,0,1,16,32,27
2610528A11Rik,0,0,0,1,2,1,84,14,38
Gpr176,0,0,0,1,0,3,36,45.67,41
Bdkrb2,0,0,0,3,0,1,53,22,41
H60b,0,0,0,1,2,1,28.61,37.04,48.07
Foxf1,0,0,0,2,2,3,110.17,15,65.69
Hoxb3,0,0,0,1,3.22,2,80.68,43.74,43
Ccl12,0,0,0,6,2,11,77,277,154
Atp6v0d2,0,0,0,49,28,48,277,639,2006
Ms4a4c,0,0,0,9,5.44,7,148,280.37,39.09
Gm5601,0,0,0,28.05,0,27.23,410.86,206.29,494.08
Gm20056,0,0,0,3.61,6.06,5.75,25.22,105.45,172.71
Prdm1,0,0,0,20,19,18,193,199,704
Tgm1,0,0,0,1,3,2,41,28,37
Cyfip2,0,0,0,22,10,11,160,205,361
Itgam,0,0,0,85.04,66.49,76.02,574.21,1401.7,1835.94
Saa3,0,0,0,83,54,66,1106,961,1315
Cxcl10,0,0,0,145.97,81,131.99,267,642.99,3531.98
Fam78a,0,0,0,15,2.81,13,46,192.57,131.28
Map3k15,0,0,0,3.19,1.07,4.23,22.71,45.56,33.59
Gm11868,0,0,0,16.15,6.41,5.65,106.09,106.26,108.46
Zbp1,0,0,0,42,34,23,281,661,150
Gm8909,0,0,0,6.43,6.41,16.18,166.14,40.58,97.55
Hoxa6,0,0,0,9,4,4,62,43,72
Egr3,0,0,0,7,6,9,81,68,70
Gpr141,0,0,0,8,3,2,45,45,33
Xlr3c,0,0,0,2.45,2.06,2.42,20.43,23.67,19.91
Hoxb4,0,0,0,3,5,5,51,42,25
Gpr65,0,0,0,14,7,13,26,159,119
Fcgr4,0,0,0,13,12,10,57,182,57
Bcl2a1b,0,0,0,44.19,30.41,23.6,64.16,316.45,437.58
Cd200r4,0,0,0,7.26,4,11,33.04,79.63,68.36
Hoxa5,0,0,0,40,43,47,402,275,364
Sell,0,0,0,15,6,7,122,55,40
Hoxa4,0,0,0,8.81,8,6,53.82,43.92,75.96
Adgb,0,0,0,5,4,4,27,42,28
Gm20400,0,0,0,111.74,68.65,84.58,1064.5,139.53,760.78
Slamf8,0,0,0,32,20,28,122,320,132
Gm16340,0,0,0,7.47,3.48,4,43.92,37.23,21.78
Gm2897,0,0,0,3,3.09,2.74,24.35,21.18,15.06
Slfn3,0,0,0,11.9,5,6,21.96,77.35,47.11
Gdf15,0,0,0,140,69,109,376,229,1424
Osm,0,0,0,29,16,20,53,146,209
Batf2,0,0,0,14,10,13,50,119,45
Bcl2a1a,0,0,0,12.67,4.93,8.88,17.97,49.87,71.66
Mcemp1,0,0,0,12,4,7,45,49,19
Gm1966,0,0,0,12.22,6.82,9.26,33.19,39.46,44.63
Tmem221,0,0,0,12,6,18,26,73,37
Hoxc6,0,0,0,115,83,89,390,268,326
Zeb2os,0,0,0,16.49,16.55,16.12,17.07,82.11,53.59
Itgax,0,0,0,33.09,42.75,39.25,67,103.46,182
Il2rg,0,0,0,119,78,121,202,434,325.11
Hoxc4,0,0,0,32,21,16,114,48,44
H2-Q2,0,0,0,39.32,25.41,34.62,105.11,140.07,33.33
Amica1,0,0,0,7,5,7,18,15,17
F7,0,0,0,10,14,15,16,43,35
Myrf,0,0,0,20,6,18,40,44,18
Ak5,0,0,0,9,10,26,32,23,46
Filip1,0,0,0,82,52,82,102,256,84
Hoxc8,0,0,0,247,189.43,223,613,245,482
Treml4,0,0,0,12,5,13,15,24,18
Rgs1,0,0,0,81,78,79,66,149,189
Hoxb7,0,0,0,28,18,33,55,39,29
Olr1,0,0,0,16,8,10,12,11,25
Hoxb6,0,0,0,16.03,14.01,12,28,14,16
Gbp2b,0,0,0,34.75,13.06,21.79,45.05,25.22,16.17
Ugt1a9,0,0,0,32.18,14.73,25.33,6.68,34.51,35.06
Dll1,0,0,0,55.79,40.95,57,56.22,62.2,39
